AAPL (Apple Inc.),202.63,-9.82
Aug 25 2019 @ 10:55 ET,Bid,201.6,Ask,201.84,Size,2x1,Vol,46882843
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
06/18/2021,AAPL210618C00210000,26.44,-4.985,25.5,29.5,61,0.2791,0.5368,0.0051,1119,210.000,AAPL210618P00210000,30.45,2.95,31.8,34,18,0.2775,-0.4453,0.0051,294
06/18/2021,AAPL210618C00215000,24.18,-4.57,23.5,27.5,22,0.2779,0.5119,0.0051,1635,215.000,AAPL210618P00215000,30.8,0.925,33,38,2,0.2736,-0.4716,0.0052,220
06/18/2021,AAPL210618C00220000,22.6,-4.225,22.6,26,51,0.2832,0.4907,0.0051,2392,220.000,AAPL210618P00220000,38.65,6.1,37.45,41.1,30,0.2795,-0.4927,0.0051,258
06/18/2021,AAPL210618C00225000,21,-3.475,20,23.85,38,0.2765,0.4635,0.0052,883,225.000,AAPL210618P00225000,40.1,4.925,39.5,43.95,1,0.272,-0.5208,0.0053,171
06/18/2021,AAPL210618C00230000,18.5,-4.15,19,20.75,37,0.2717,0.4372,0.0052,777,230.000,AAPL210618P00230000,45.65,0,42.65,47.3,0,0.2709,-0.5449,0.0052,293
06/18/2021,AAPL210618C00235000,17.5,-3.4,17.2,20.5,46,0.2757,0.4177,0.0051,1244,235.000,AAPL210618P00235000,51.25,0,46,50.5,0,0.2691,-0.5691,0.0052,813
06/18/2021,AAPL210618C00240000,15.73,-3.295,15.75,17.25,10,0.2661,0.3877,0.0052,615,240.000,AAPL210618P00240000,42.63,0,49.4,53.5,0,0.2655,-0.5944,0.0052,81
06/18/2021,AAPL210618C00245000,14.75,-2.6,12,16.85,36,0.2579,0.3582,0.0052,271,245.000,AAPL210618P00245000,51.05,0,52.8,57.2,0,0.2642,-0.6171,0.0051,19
06/18/2021,AAPL210618C00250000,13.2,-2.875,13,14.5,126,0.2627,0.3419,0.0051,1510,250.000,AAPL210618P00250000,56,4.6,56.2,61,1,0.2625,-0.6397,0.0051,65
06/18/2021,AAPL210618C00260000,10.5,-2.7,8.5,12.6,11,0.2505,0.2886,0.0049,995,260.000,AAPL210618P00260000,71,0,64.55,68.4,0,0.2635,-0.6779,0.0048,28
06/18/2021,AAPL210618C00270000,8.4,-2.5,6.5,11.4,71,0.2517,0.2535,0.0046,481,270.000,AAPL210618P00270000,74.7,0,71.6,76.5,0,0.2575,-0.7208,0.0046,178
06/18/2021,AAPL210618C00280000,7.57,-0.855,7,9.65,67,0.2616,0.2334,0.0042,495,280.000,AAPL210618P00280000,0,0,80.15,84.4,0,0.2554,-0.756,0.0043,27
06/18/2021,AAPL210618C00290000,7.45,0,5.3,7.9,1,0.256,0.197,0.0039,405,290.000,AAPL210618P00290000,97.91,0,88.85,93.15,0,0.257,-0.7831,0.0039,14
06/18/2021,AAPL210618C00300000,5,-1.3,4.7,6.25,105,0.255,0.1699,0.0036,2747,300.000,AAPL210618P00300000,92,0,97.5,102.35,0,0.2593,-0.8062,0.0036,10
06/18/2021,AAPL210618C00310000,3.9,-1.2,1.5,6,7,0.241,0.1296,0.0032,60,310.000,AAPL210618P00310000,109.1,9.675,106.5,111.4,3,0.2611,-0.8269,0.0033,0
06/18/2021,AAPL210618C00320000,3.55,-0.525,3,4.05,18,0.2492,0.12,0.0029,177,320.000,AAPL210618P00320000,112.6,0,115.7,120.5,0,0.2636,-0.8444,0.003,1
